GeneLabel,t-statistic,p-FDR
RFTN2,-2.910675704060702,0.031407848474042266
B3GAT2,-2.640429138779658,0.043964531606051446
SP7,-2.725640004015007,0.03961683249854886
CDYL2,3.8136164131741492,0.014966788431870295
KRT222,4.544031778603631,0.00977536868650636
UNC5D,3.794925403381548,0.014966788431870295
PTPDC1,-3.1661049573556133,0.023731671347354537
SLITRK4,3.1866724958423385,0.02369928061165442
MACROD2,-3.2356878408818286,0.022606356931430878
TMEM178A,3.7734215757259224,0.014966788431870295
C2orf50,-3.0187611764580438,0.02788074474506739
FAM131A,3.1587081352132595,0.023926207705855112
FAM81A,2.9876581252415844,0.028843467137410234
PRR35,-3.3144285100456554,0.021296951043508348
TTC9B,2.836476650997129,0.034184834917919425
NKX6-3,-3.514184388153049,0.0175728016589464
FAM43B,-2.6709255223658332,0.04214932377799737
TOGARAM2,-2.6514262547401595,0.04328666964600897
C1QL2,2.642474516627963,0.04389550992010936
SLC35F3,3.133009299214992,0.02460912638653924
C6orf118,-2.689896559021135,0.041448422949340515
MFSD4A,2.803649876836522,0.03601827926744931
CFAP161,-3.000887898133065,0.028466028121747297
OTUD7A,3.433872393434164,0.018855840469996252
GSX1,-2.848493813892814,0.033727417987104574
RASGEF1A,2.583885332326615,0.04783811983410864
CPNE2,-3.7382487967754368,0.01530102890545759
KIF6,-2.6195886813711606,0.04531976615140495
SCAMP5,3.0733530243701126,0.02614039054302042
KIAA1324L,-3.6146464832889893,0.01666435003332964
LHFPL5,-3.5189415105707895,0.0175728016589464
EPHX4,3.464486272323758,0.01854819784636375
CADM2,5.343780599260432,0.0068532269742144205
SNX32,2.8973624626546406,0.03190066135264816
ENKUR,-2.7309071087843373,0.039350489351042864
CFAP53,-4.313626656732796,0.010849600111179998
FAM181B,-2.8956929560106976,0.03194941752127926
COL24A1,3.0763547394836177,0.02613138849585004
RNF175,3.424111357425244,0.01897186249036011
FAM153C,2.6750760426603915,0.041998902175817955
FAM153A,3.711268594069105,0.015683924152077793
GPR150,4.391439688211168,0.010849600111179998
PGM2L1,2.5608260282761126,0.04942912837193599
CCDC88B,-2.953862314991949,0.02987226041863063
RCOR2,-2.562143554105263,0.04941905250534808
CLEC9A,-3.5612075734396647,0.017183835581433587
ANKRD45,-3.2657475647606384,0.022181298264431222
ZNF680,-3.310245248039169,0.021341040311301226
CALM1,2.8333358071859935,0.034251673556971826
KIAA1211L,2.6731071380114337,0.04200526691623754
TMIE,3.170299894440276,0.023731671347354537
TPRN,-2.6684867750309964,0.04226277985573411
LRRTM1,-3.529502674406198,0.0175728016589464
LRRTM3,2.6814608068645,0.04192968383636784
FAM131C,-3.5282091896216623,0.0175728016589464
HCN1,3.6504383346441838,0.016637912430504703
RTN4RL2,2.6859475049484822,0.04176652072209471
CASTOR3,2.9186000869861064,0.03114758533831364
RAB15,3.5429536702559785,0.01725453108445888
TMEM179,-3.1789101286685644,0.02369928061165442
H3.Y,-2.984362321250422,0.028843467137410234
C11orf87,3.4237968809320236,0.01897186249036011
SOGA1,-2.762100471063657,0.03793905982206447
LHFPL4,3.4079459441455615,0.0190899490894741
LHFPL3,-3.2646001265817572,0.022181298264431222
CCSER1,2.7211713000583,0.03989185267732719
ASIC1,-3.333219866341706,0.0208255184307071
DNM1,3.2249180885717825,0.023061927469817153
CHD7,-3.419447592367259,0.01897186249036011
LY6G5C,-3.131955408050931,0.02460912638653924
CACNA1E,-2.65346098242535,0.04323838716611155
SPAG8,-2.7925917990855056,0.03635120057596877
RESP18,-4.273011830025551,0.010931522503565525
EME2,-4.159505966894302,0.010962825085991236
ATP6V1G2,2.9574066893686584,0.029851165570515807
CNMD,-2.715263601965295,0.04017831470523833
NCDN,-2.5688975009708948,0.04908189638550221
FMN2,4.320698803393434,0.010849600111179998
CAMK2A,2.64184817424472,0.04389550992010936
ADAM22,2.6956609745705697,0.04102526684224848
ANKS1B,-3.136660734759517,0.024489296594119834
TNFRSF25,2.8560416119800878,0.03339185101539226
CAMKK2,3.4323275496036354,0.018855840469996252
KCTD2,2.6453787121459253,0.04368319758102664
KLC1,-3.292544140826702,0.021907555274245236
CAPS,-3.0632410978535196,0.026392659856880576
HTR2A,3.158560883328251,0.023926207705855112
PCP2,-3.163014384012482,0.023832975347110773
STMN1,3.567280831590945,0.017183835581433587
RTN1,4.049259835939414,0.011298929847266187
CUX2,2.971716509843257,0.02952765522991963
BIVM-ERCC5,-3.7753889261351334,0.014966788431870295
KBTBD11,3.650589928535675,0.016637912430504703
SLC35F1,3.412138023764325,0.0189895498336896
C1QL3,2.9702268606202824,0.02952765522991963
GABRG2,2.6328485709867153,0.04445160671539307
DGKZ,3.2294995233870467,0.022882833085863686
HSD11B1L,3.594719349188768,0.016845318148276847
CLSTN1,3.3165739955553932,0.021296951043508348
NMNAT2,4.419062035373126,0.010849600111179998
PATJ,-3.338332136980775,0.02065068386280388
PCDH9,3.1387531904658403,0.02444716164989048
ZNF708,-3.366684170875515,0.019833168360262762
LHX6,2.956473113508906,0.029851165570515807
KCNN3,-2.5926849974007053,0.04742743440400121
SLC24A4,2.8813962595882057,0.032614892901187915
TUB,3.5013476303734272,0.01775517468929485
AMIGO1,3.902582820645492,0.013896753099557332
PPFIA4,2.729243036073158,0.03942985253255464
ELFN2,-3.550535135271836,0.01725453108445888
FSTL4,2.5616461669510073,0.04941905250534808
DPP10,3.498622298483174,0.01775517468929485
OPCML,3.2909352831877876,0.021907555274245236
RASL10A,3.055230171619414,0.026733254306670937
TMEM132B,3.7919771970260614,0.014966788431870295
KCTD16,4.650648465270355,0.009626877632411409
FRRS1L,2.9346175116173123,0.030780599425941496
TIAM2,3.0314939238576146,0.02749215745694158
KLHL4,2.8536937285356734,0.03344782139638873
NPAS3,-2.760131925187151,0.03795638537908212
GPM6A,2.903752655127023,0.031796671160742536
LRRC73,3.4696362514800003,0.01854819784636375
SERP2,3.370417791883704,0.019798272726749236
GPR162,2.98536657428283,0.028843467137410234
TCEAL6,2.659777398015094,0.04281879155092672
FAXDC2,-3.2560241967305763,0.022181298264431222
SPRN,3.0769341444603895,0.02613138849585004
TTBK1,3.113197948817135,0.025017039846562394
LYNX1,3.050004300569543,0.026795889813777594
FBXW7,2.863587139870739,0.03312925750387101
WSCD1,-3.322419933816595,0.021296951043508348
NMB,-3.776709039941017,0.014966788431870295
LRFN2,3.1238065495840006,0.024864961950076318
AMPH,3.804724366669639,0.014966788431870295
SOHLH1,3.2586275432300087,0.022181298264431222
UNC5A,3.052211478357257,0.026733254306670937
OLFM3,4.130380974402137,0.010962825085991236
PCDHGC3,-3.2090861009826135,0.02352788587820561
MVB12B,-3.7231087097962803,0.015683924152077793
FAM234B,3.1678964878959914,0.023731671347354537
CADPS2,3.17729339197342,0.023702995594214557
PLPPR1,-2.572811268270023,0.04888148547689356
IGFBPL1,-2.761460974469215,0.03793905982206447
ADRA1B,4.167447294135973,0.010962825085991236
SHROOM4,-2.563899594025583,0.04932558192741623
GRM2,-3.6463325883420383,0.016637912430504703
DOCK10,-2.620878638814972,0.0452618180483264
KCNJ10,-3.088170402368755,0.025869879707608453
KCNIP3,3.888272948883824,0.013896753099557332
CDKL5,2.6575382553480265,0.0429476605626251
APLNR,-2.768501498938258,0.0376114934302247
PCDHA1,2.5793451747340077,0.04828365756512071
KCNIP4,4.99419854155791,0.0068532269742144205
SV2B,3.274154470813644,0.022181298264431222
ZNF138,-2.9891216834673724,0.028843467137410234
HTR5A,3.7527522737334307,0.015242694653204296
PRKCZ,2.861559457115594,0.03312925750387101
SMOC1,-2.818447105689235,0.03527413393831057
SYT5,2.6522338275659,0.04328495920964492
COLGALT2,2.7162677627318326,0.04017831470523833
CNTNAP2,2.6022508546638927,0.04649591276767025
GPR22,2.6744927012123716,0.041998902175817955
DLX1,3.040708573578437,0.027188703798575735
MPPED1,3.2437754159365286,0.022429724606770757
NEFL,2.5641671419267063,0.04932558192741623
STX1A,3.1850690345550072,0.02369928061165442
KCNQ5,3.505590235752671,0.017680672827936634
RPH3A,3.709585862691245,0.015683924152077793
TMEM272,-3.2655571256966596,0.022181298264431222
PACS2,-3.707155977663379,0.015683924152077793
MGAT3,2.8603704753113544,0.03312925750387101
BDNF,3.3935674034984653,0.01933003590552269
ARHGAP32,3.5941228189884984,0.016845318148276847
SCN8A,2.956242128761729,0.029851165570515807
SYT6,-3.00671511126826,0.028322434290917214
SYT1,3.7855425940830196,0.014966788431870295
FGF1,-3.1897280380532225,0.02369928061165442
TRIM2,2.8760689193402014,0.032646407593042326
UNC13A,3.1832009902106853,0.02369928061165442
MYO5A,3.7433551413948765,0.01530102890545759
STXBP5L,2.955600342169602,0.029851165570515807
LRRC8B,3.172606037210914,0.023731671347354537
ZFR2,2.7982395819816843,0.036344285956779264
CACNA1B,-3.515209702043789,0.0175728016589464
SNCA,3.8416736742519144,0.014779139836256776
MDGA2,3.084297966799994,0.025951012091268617
CTXN2,2.916840873234931,0.03114758533831364
PHYHIPL,3.6204111553700282,0.016647182566304014
RBFOX3,3.184596310733432,0.02369928061165442
CHRNB2,-2.822224967340491,0.03502033255956588
DMRTA2,-3.563951056518853,0.017183835581433587
NECAP1,3.578991483818391,0.017165341349077316
JPH4,2.700533358941406,0.04070073824054219
LACC1,-2.811798496525838,0.03553239806888323
NREP,2.5866792821816884,0.04768712030839545
PAK1,3.170399786150324,0.023731671347354537
ELAVL4,3.9228837792434152,0.01376212540584566
CADM3,3.45818967979425,0.018742137643238465
PPIP5K1,2.7730253882771385,0.03742146588008331
SLC14A1,-3.4348089229521,0.018855840469996252
SHISA7,-3.207204243535384,0.023541279034382533
SEZ6,-2.740488661722135,0.03910344592199991
PHLDB1,-2.6394788621551006,0.0439827618235194
PRSS56,-4.16452256659462,0.010962825085991236
MTCL1,2.877456164211364,0.032614892901187915
GABRA1,3.2157810171914267,0.023423673144493198
SLC8A2,4.098364436185857,0.011091112871851092
SYNJ1,2.7772127973412926,0.03727458891630475
LRRC63,-3.889662232114109,0.013896753099557332
LRRN3,2.9949222118799788,0.02866770958420561
C20orf204,-3.661551979231366,0.016637912430504703
SLC39A10,4.330704879878875,0.010849600111179998
VSTM2B,-2.8607848300521495,0.03312925750387101
GALNT9,2.674232003719256,0.041998902175817955
PDE6B,-3.6252218652474486,0.016647182566304014
MAST3,2.7612057739830282,0.03793905982206447
PLXNB1,-2.767322075566319,0.0376114934302247
SLITRK2,-3.2365378089099575,0.022606356931430878
C22orf46,3.5522840195476584,0.01725453108445888
ANKRD65,-2.5870413793046048,0.04768712030839545
APBA2,2.5878336252893477,0.04768712030839545
RGS4,3.711727280848236,0.015683924152077793
ALS2CR12,-2.923983604116103,0.03114758533831364
NELL1,3.1469092436020607,0.024199154772396904
MADD,2.878128441007515,0.032614892901187915
SEPT8,3.2132681684893214,0.023475821463837126
RUNDC3A,3.3129798676274356,0.021296951043508348
CECR2,-4.358635113791873,0.010849600111179998
PHYHIP,2.7004990486348794,0.04070073824054219
SHANK3,-2.8389460713569443,0.034184834917919425
PNMA5,3.026779464177027,0.027654445242325052
POU3F4,-2.727442201076608,0.039523101070554637
PHF24,3.1829708030958828,0.02369928061165442
ATP10B,-3.851036571237965,0.014779139836256776
C16orf45,2.8553284651963278,0.03339185101539226
CCDC85A,2.6334358874345387,0.04445160671539307
SHTN1,-3.144998417010215,0.024199154772396904
NRGN,3.0224296693352186,0.027791859526804904
ANKRD24,3.9553851652342717,0.013310875547467491
PPIAL4D,3.267631663929636,0.022181298264431222
GAREM2,-3.635732293001152,0.016647182566304014
FCHO1,-3.7768011933410666,0.014966788431870295
NWD2,4.311817424937802,0.010849600111179998
RGS9,-2.9869659527554213,0.028843467137410234
SCRN1,-2.751588731110518,0.03843780763998186
HSPA12A,3.3436053507626613,0.020468701850868593
KIAA1549L,3.5481621273587347,0.01725453108445888
NGEF,2.8129305039800307,0.03551544698529354
CA10,3.0535524176635125,0.026733254306670937
ASXL3,4.256117216270899,0.010931522503565525
SCG5,4.069064434171461,0.011298929847266187
RFPL2,2.7310815513632414,0.039350489351042864
KIF17,3.362958949146389,0.019856664966806704
LINGO3,-2.6778268406618544,0.041998902175817955
PNMA6A,2.707392743367332,0.04042538005982208
SERPINI1,3.275001942905992,0.022181298264431222
CALM3,3.886927827809389,0.013896753099557332
ARHGEF33,-2.7310161575463985,0.039350489351042864
BTBD17,-3.924855732122085,0.01376212540584566
BICD1,2.7574889913222207,0.038124854103781254
KIF1A,2.8698902005523528,0.03299850902282304
ATP1B2,-2.800335397094906,0.03623707843214688
C9orf129,4.107251806949481,0.011091112871851092
NANOS3,2.917891986126446,0.03114758533831364
ATP6V0A1,4.38351906300573,0.010849600111179998
ARHGDIG,3.4323083253104936,0.018855840469996252
ADCYAP1R1,-3.080818652940928,0.026006332407672035
ADCY2,3.1816701342576934,0.02369928061165442
ANK3,-2.832806852630424,0.034251673556971826
ARF3,2.740764183783491,0.03910344592199991
APBB1,3.3175428664633944,0.021296951043508348
ADGRB3,2.9192801619835516,0.03114758533831364
ADGRB2,2.9768051522199754,0.029242355643481207
MGAT5B,3.018912678084676,0.02788074474506739
CHAT,-2.9514610938632866,0.02994993662696507
FOLR1,-2.732466474439054,0.039350489351042864
CREG2,2.753459439729276,0.03834238213722934
SYT9,-2.8391558256703924,0.034184834917919425
MAP1A,3.6299783913075823,0.016647182566304014
HTR1E,3.093483437121287,0.0258040835627398
GRIN2D,2.660872353337922,0.04278724721739771
GABRA3,2.6080234720267597,0.04601705620600812
CHRM1,2.7490946716154783,0.03859428937990241
LINC00672,2.825767269535698,0.03478930793340906
TMEM178B,4.226199960262916,0.010962825085991236
CASTOR2,-3.1489863232492685,0.024161267591328816
